UID_01,VARIANT_FLAG,STUDCOUNT,OTHSTUDCOUNT,BIOCHEMICAL_NAME_IMS,HMDB_BIOCHEMICAL_NAME,METABOLON_BIOCHEMICAL_NAME,BIOCHEMICAL_NAME1,BIOCHEMICAL_NAME2,BIOCHEMICAL_NAME3,BIOCHEMICAL_NAME4,BIOCHEMICAL_NAME5,BIOCHEMICAL_NAME6,BIOCHEMICAL_NAME7,BIOCHEMICAL_NAME8,BIOCHEMICAL_NAME9,BIOCHEMICAL_NAME10,BIOCHEMICAL_NAME11,BIOCHEMICAL_NAME12,BIOCHEMICAL_NAME13,BIOCHEMICAL_NAME14,BIOCHEMICAL_NAME15,BIOCHEMICAL_NAME16,BIOCHEMICAL_NAME17,BIOCHEMICAL_NAME18,BIOCHEMICAL_NAME19,BIOCHEMICAL_NAME20,BIOCHEMICAL_NAME21,BIOCHEMICAL_NAME22,BIOCHEMICAL_NAME23,BIOCHEMICAL_NAME24,BIOCHEMICAL_NAME25,BIOCHEMICAL_NAME26,BIOCHEMICAL_NAME27,BIOCHEMICAL_NAME28,BIOCHEMICAL_NAME29,BIOCHEMICAL_NAME30,BIOCHEMICAL_NAME31,BIOCHEMICAL_NAME32,BIOCHEMICAL_NAME33,CHEMICAL_ID1,CHEMICAL_ID2,COMP_ID1,COMP_ID2,COMP_ID3,COMP_ID4,COMP_ID5,COMP_ID6,COMP_ID7,COMP_ID8,COMP_ID9,COMP_ID10,COMP_ID11,COMP_ID12,COMP_ID13,COMP_ID14,COMP_ID15,COMP_ID16,COMP_ID17,COMP_ID18,COMP_ID19,COMP_ID20,COMP_ID21,COMP_ID22,COMP_ID23,COMP_ID24,COMP_ID25,COMP_ID26,COMP_ID27,COMP_ID28,COMP_ID29,COMP_ID30,COMP_ID31,COMP_ID32,COMP_ID33,COMP_ID34,COMP_ID35,COMP_ID36,PUBCHEM1,PUBCHEM2,PUBCHEM3,PUBCHEM4,PUBCHEM5,HMDB_ID1,HMDB_ID2,HMDB_ID3,NCI_METABOLON_NAME1,NCI_METABOLON_NAME2,NCI_METABOLON_NAME3,NCI_METABOLON_NAME4,NCI_METABOLON_NAME5,NCI_METABOLON_NAME6,NCI_METABOLON_NAME7,NCI_METABOLON_NAME8,NCI_METABOLON_NAME9,NCI_METABOLON_NAME10,NCI_METABOLON_NAME11,NCI_METABOLON_NAME12,NCI_METABOLON_NAME13,NCI_METABOLON_NAME14,NCI_METABOLON_NAME15,NCI_METABOLON_NAME16,NCI_METABOLON_NAME17,NCI_METABOLON_NAME18,NCI_METABOLON_NAME19,NCI_METABOLON_NAME20,NCI_METABOLON_NAME21,NCI_METABOLON_NAME22,NCI_METABOLON_NAME23,NCI_METABOLON_NAME24,NCI_METABOLON_NAME25,NCI_METABOLON_NAME26,NCI_METABOLON_NAME27,NCI_METABOLON_NAME28,CAS1,CAS2,CAS3,CAS4,CAS5,INCHI1,INCHI2,INCHIKEY1,INCHIKEY2,CHEBI1,CHEBI2,CHEMSPIDER1,CHEMSPIDER2,CHEMSPIDER3,KEGG1,KEGG2,KEGG3,KEGG4,SUPER_PATHWAY1,SUPER_PATHWAY2,SUPER_PATHWAY3,SUPER_PATHWAY4,SUPER_PATHWAY5,SUB_PATHWAY1,SUB_PATHWAY2,SUB_PATHWAY3,SUB_PATHWAY4,SUB_PATHWAY5,SUB_PATHWAY6,SUB_PATHWAY7,HMDB_CLASS,HMDB_PARENT,HMDB_KINGDOM,HMDB_SUB_CLASS,HMDB_SUPER_CLASS,HMDB_CLASS2,HMDB_PARENT2,HMDB_SUB_CLASS2,HMDB_SUPER_CLASS2,HMDB_BIOCHEMICAL_NAME2,REFMET_NAME,MAIN_CLASS,SUB_CLASS,PRIMARY_CLASS_COMB,SECONDARY_CLASS_COMB,ABC_BROAD_NAME,ARIC_BATCH1_METABOLON_NAME,ARIC_BATCH2_METABOLON_NAME1,ARIC_BATCH2_METABOLON_NAME2,ARIC_BATCH2_METABOLON_NAME3,ARIC_BATCH2_METABOLON_NAME4,CAMP_BIONAME,CAMP_NAME,FENLAND_BIOCRATES_NAME,FENLAND_METABOLON_NAME1,FENLAND_METABOLON_NAME2,FENLAND_METABOLON_NAME3,PLCO_RCC_BROAD_NAME,SHANGHAI_BRAINSHAKE_NAME,SHANGHAI_CHD_METABOLON_NAME,TWINSUK_BIONAME_V3,TWINSUK_BIONAME_V41,TWINSUK_BIONAME_V42,TWINSUK_NAME_V3,TWINSUK_NAME_V41,TWINSUK_NAME_V42,TWINSUK_NAME_V43,VDAART_BIONAME,VDAART_NAME,BRAINSHAKE_NAME,UCLEB_NMR_NAME,HCI_WCMC_NAME,COMMENTS,PLCO_NAME,CPS2M_NAME,BAEPENDI_NAME,CPS2F_NAME,ATBC1_NAME,ATBC2_NAME,ATBC3_NAME,SPA1_NAME,SPA2_NAME,SBR_NAME,HABC_NAME,WHISERUM_NAME,MROS_NAME,BWHHS_NAME,DPP_NAME,COLO_NAME,COPSA_NAME,WIHS_NAME,TWINSUK_NAME,WELL_NAME,CORSA_NAME,ALSPAC_NAME,BIBMOTHER_NAME,BIB_NAME,SABRE_NAME,TWINS_BIOC_NAME,TWINS_BSHK_NAME,TWINSV4_NAME,AIRWAVE_NAME,SMHS_NAME,GENECARD_NAME,ATBC_APR13_NAME,ATBC_DEC13_NAME,ATBC_SEP14_NAME,ARIC_NAME,EPIC_BMRI_NAME,EPIC_LIVER_NAME,EPIC_KIDNEY_NAME,EPIC_BREAST_NAME,EPIC_COLORECT_NAME,EPIC_PROST_NAME,NSHDS_NAME,WOMIN_NAME,WHI2_NAME,ESTONIA_NAME,NHS2_NAME,NHS1_NAME,TMCS_NAME,VDAART_AGE1_NAME,WHI_NAME,CAPS_NAME,CAMP1_NAME,VDAART_HARMFLG,PLCO_HARMFLG,CPS2M_HARMFLG,BAEPENDI_HARMFLG,CPS2F_HARMFLG,ATBC1_HARMFLG,ATBC2_HARMFLG,ATBC3_HARMFLG,SPA1_HARMFLG,SPA2_HARMFLG,SBR_HARMFLG,HABC_HARMFLG,MROS_HARMFLG,BWHHS_HARMFLG,DPP_HARMFLG,COLO_HARMFLG,COPSA_HARMFLG,WIHS_HARMFLG,TWINSUK_HARMFLG,WELL_HARMFLG,CORSA_HARMFLG,ALSPAC_HARMFLG,BIBMOTHER_HARMFLG,BIB_HARMFLG,SABRE_HARMFLG,TWINS_BIOC_HARMFLG,TWINS_BSHK_HARMFLG,TWINSV4_HARMFLG,AIRWAVE_HARMFLG,SMHS_HARMFLG,GENECARD_HARMFLG,ATBC_APR13_HARMFLG,ATBC_DEC13_HARMFLG,ATBC_SEP14_HARMFLG,ARIC_HARMFLG,EPIC_BMRI_HARMFLG,EPIC_LIVER_HARMFLG,EPIC_KIDNEY_HARMFLG,EPIC_BREAST_HARMFLG,NSHDS_HARMFLG,WOMIN_HARMFLG,WHI2_HARMFLG,ESTONIA_HARMFLG,NHS2_HARMFLG,NHS1_HARMFLG,TMCS_HARMFLG,VDAART_AGE1_HARMFLG,WHI_HARMFLG,CAPS_HARMFLG,CAMP1_HARMFLG,ABC_BROAD_HARMFLG,ARIC_BATCH1_METABOLON_HARMFLG,ARIC_BATCH2_METABOLON_HARMFLG1,ARIC_BATCH2_METABOLON_HARMFLG2,ARIC_BATCH2_METABOLON_HARMFLG3,ARIC_BATCH2_METABOLON_HARMFLG4,CAMP_HARMFLG,FENLAND_BIOCRATES_HARMFLG,FENLAND_METABOLON_HARMFLG1,FENLAND_METABOLON_HARMFLG2,FENLAND_METABOLON_HARMFLG3,PLCO_RCC_BROAD_HARMFLG,SHANGHAI_BRAINSHAKE_HARMFLG,SHANGHAI_CHD_METABOLON_HARMFLG,TWINSUK_BIOHARMFLG_V3,TWINSUK_BIOHARMFLG_V41,TWINSUK_BIOHARMFLG_V42,TWINSUK_HARMFLG_V3,TWINSUK_HARMFLG_V41,TWINSUK_HARMFLG_V42,TWINSUK_HARMFLG_V43,BRAINSHAKE_HARMFLG,UCLEB_NMR_HARMFLG,HCI_WCMC_HARMFLG,NCI_METABOLON_HARMFLG,SOURCE_DATE,SOURCE_STUDY,SOURCE_FILE,RETIRED_ID_LIST,RETIRED_FLAG,N_RETIRED,RETIRED_TYPE,RET_COMM,METSUM_ONLY
PUBCHEM9989541,0,0,1,CONDURITOL-BETA-EPOXIDE,,,CONDURITOL-BETA-EPOXIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9989541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"INCHI=1S/C6H10O5/C7-1-2(8)4(10)6-5(11-6)3(1)9/H1-10H/T1-,2-,3+,4+,5?,6?/M0/S1",,ZHMWOVGZCINIHW-SPHYCDKFSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conduritol epoxide,Cyclic alcohols and derivatives,Cyclitols and derivatives,Cyclic alcohols and derivatives,Cyclitols and derivatives,,,,,,,,,,,,,,,,,,,,,,,,,,,conduritol-beta-epoxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,pre-existing,pre-existing,,,,,,0
HMDB03797,0,0,0,Bovinic acid,Bovinic acid,"Conjugated linoleate (18:2n7; 9Z,11E)",CONJUGATEDLINOLEATE(18:2N7,"CONJUGATEDLINOLEATE(18:2N7;9Z,11E)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000988,,27404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280644,,,,,HMDB0003797,,,CONJUGATED_LINOLEATE__18_2N7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540-56-9,,,,,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-10H,2-6,11-17H2,1H3,(H,19,20)/b8-7+,10-9-",,JBYXPOFIGCOSSB-GOJKSUSPSA-N,,32798,,4444245,,,C04056,,,,LIPID,,,,,LONGCHAINFATTYACID,,,,,,,Fatty Acyls,Lineolic acids and derivatives,Organic compounds,Lineolic acids and derivatives,Lipids and lipid-like molecules,,,,,,Rumenic acid,Fatty acids and conjugates,Unsaturated fatty acids,Fatty acids and conjugates,Unsaturated fatty acids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,1
CHEBI61159,0,2,1,CONJUGATEDLINOLEICACID,,,CONJUGATEDLINOLEICACID,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conjugated linoleic acid (mmol/L),,,,,,,,,,,,,,,,,,,,,,,,cla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,pre-existing,pre-existing,,,,,,0
HMDB01547,0,13,1,Corticosterone,Corticosterone,Corticosterone,CORTICOSTERONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,,5983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5753,,,,,HMDB0001547,,,CORTICOSTERONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-22-6,50-22-6;,,,,"InChI=1S/C21H30O4/c1-20-8-7-13(23)9-12(20)3-4-14-15-5-6-16(18(25)11-22)21(15,2)10-17(24)19(14)20/h9,14-17,19,22,24H,3-8,10-11H2,1-2H3/t14-,15-,16+,17-,19+,20-,21-/m0/s1",,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,,16827,,5550,,,C02140,,,,LIPID,,,,,CORTICOSTEROIDS,STEROID,STEROL/STEROID,,,,,Steroids and steroid derivatives,21-hydroxysteroids,Organic compounds,Hydroxysteroids,Lipids and lipid-like molecules,,,,,,Corticosterone,Steroids,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives",Steroids,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives",,,corticosterone,,,,,,,,,,,,,,,,,,,,,,,,,,CORTICOSTERONE,corticosterone,,corticosterone,corticosterone,corticosterone,corticosterone,,corticosterone,,,,,,,,,,,corticosterone,,,,,,,,,,,,corticosterone,corticosterone,corticosterone,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
HMDB00063,0,29,10,Cortisol,Cortisol,Cortisol,CORTISOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,,1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5754,657311,,,,HMDB0000063,,,CORTISOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-23-7,50-23-7;,,,,"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21+/m0/s1",,JYGXADMDTFJGBT-CZFMHFDVSA-N,,,,571435,,,C00735,,,,LIPID,,,,,CORTICOSTEROIDS,LIPID,STEROID,STEROL/STEROID,,,,Steroids and steroid derivatives,21-hydroxysteroids,Organic compounds,Hydroxysteroids,Lipids and lipid-like molecules,,,,,,Cortisol,Steroids,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives",Steroids,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives",,cortisol,cortisol,,,,cortisol,hpos_QI120,,cortisol,,,Cortisol,,cortisol,cortisol,cortisol,,M01712,M01712,,,cortisol,X1712,,,,,CORTISOL,cortisol,,cortisol,cortisol,cortisol,cortisol,cortisol,cortisol,cortisol,,cortisol,,,,,cortisol,cortisol,m01712,cortisol,,,metmss1712,,,,,m01712,cortisol,logm131,,cortisol,cortisol,cortisol,cortisol_std,,,,,,,,m_216,,,,z_ln_hmdb00063,,x1712,,,hpos_qi120,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
HMDB02802,0,29,9,Cortisone,Cortisone,Cortisone,CORTISONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222786000000,222786,222786408722,,,HMDB0002802,,,CORTISONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,53-06-5,53-06-5;,,,,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,,16962,,193441,361685,,C00762,,,,LIPID,,,,,CORTICOSTEROIDS,LIPID,STEROID,STEROL/STEROID,,,,Steroids and steroid derivatives,21-hydroxysteroids,Organic compounds,Hydroxysteroids,Lipids and lipid-like molecules,,,,,,Cortisone,Steroids,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives",Steroids,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives",,cortisone,cortisone,,,,cortisone,hpos_QI121,,cortisone,,,,,cortisone,cortisone,cortisone,,M01769,M01769,,,cortisone,X1769,,,,,CORTISONE,cortisone,,cortisone,cortisone,cortisone,cortisone,cortisone,cortisone,cortisone,,cortisone,,,,,cortisone,cortisone,m01769,cortisone,,,metmss1769,,,,,m01769,cortisone,logm132,,cortisone,cortisone,cortisone,cortisone_std,,,,,,,,m_217,,,,z_ln_hmdb02802,,x1769,,,hpos_qi121,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
HMDB01046,0,31,7,Cotinine,Cotinine,Cotinine,COTININE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848,,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,854019,,,,HMDB0001046,,,COTININE,,,,,,,,,,,,,,,,,,,,,,,,,,,,486-56-6,486-56-6;,,,,"InChI=1S/C10H12N2O/c1-12-9(4-5-10(12)13)8-3-2-6-11-7-8/h2-3,6-7,9H,4-5H2,1H3",,UIKROCXWUNQSPJ-UHFFFAOYSA-N,,127762,,395,746405,,,,,,ALKALOIDS AND DERIVATIVES,XENOBIOTICS,,,,ALKALOIDS AND DERIVATIVES,TOBACCOMETABOLITE,XENOBIOTIC,XENOBIOTICS,,,,Pyridines and derivatives,Pyrrolidinylpyridines,Organic compounds,Pyrrolidinylpyridines,Organoheterocyclic compounds,,,,,,Cotinine,Alkaloids and derivatives,Alkaloids and derivatives,Alkaloids and derivatives,Alkaloids and derivatives,cotinine,cotinine,cotinine,,,,cotinine,hpos_QI122,,cotinine,,,Cotinine,,cotinine,,,,,,,,,,,,,,COTININE,cotinine,,cotinine,cotinine,cotinine,cotinine,cotinine,cotinine,cotinine,cotinine2,cotinine,,,cotinine,,cotinine,cotinine,,cotinine,,,metmss553,,,,,,cotinine,logm133,,cotinine,cotinine,cotinine,cotinine_std,,,,,,,,m_218,cotinine,cotinine,z_ln_hmdb01046,z_ln_hmdb01046,,,cotinine,,hpos_qi122,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
HMDB01411,0,16,2,Cotinine N-oxide,Cotinine N-oxide,Cotinine N-oxide,COTININEN-OXIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100002719,,38662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9815514,,,,,HMDB0001411,,,COTININE_N_OXIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,36508-80-2,36508-80-2;,,,,"InChI=1S/C10H12N2O2/c1-11-9(4-5-10(11)13)8-3-2-6-12(14)7-8/h2-3,6-7,9H,4-5H2,1H3/t9-/m0/s1",,CIPULDKLIIVIER-VIFPVBQESA-N,,89087,,7991264,,,,,,,XENOBIOTICS,,,,,TOBACCOMETABOLITE,XENOBIOTICS,,,,,,Pyridines and derivatives,Pyrrolidinylpyridines,Organic compounds,Pyrrolidinylpyridines,Organoheterocyclic compounds,,,,,,Cotinine N-oxide,Alkaloids and derivatives,Alkaloids and derivatives,Alkaloids and derivatives,Alkaloids and derivatives,,,cotinine N-oxide,,,,,,,cotinine N-oxide,,,,,,,,,,,,,,,,,,,COTININE_N_OXIDE,cotinine n-oxide,,cotinine n-oxide,cotinine_n_oxide,cotinine_n_oxide,cotinine_n_oxide,,cotinine_n_oxide,cotinine_n_oxide,,cotinine N-oxide,,,,,,,,,,,metmss38662,,,,,,cotinine_n_oxide,,,cotinine_n_oxide,cotinine_n_oxide,cotinine_n_oxide,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
HMDB01218,0,0,1,Coumarin,Coumarin,,COUMARIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,,,,,HMDB0001218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91-64-5,,,,,InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,,28794,,13848793,,,C05851,,,,,,,,,,,,,,,,Coumarins and derivatives,Coumarins and derivatives,Organic compounds,,Phenylpropanoids and polyketides,,,,,,,Phenylpropanoids and polyketides,Coumarins and derivatives,Phenylpropanoids and polyketides,Coumarins and derivatives,,,,,,,,,,,,,,coumarin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
HMDB07003,0,0,1,CPA(16:0/0:0),CPA(16:0/0:0),,CPA(16:0/0:0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9801940,,,,,HMDB0007003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"InChI=1S/C19H37O6P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(20)23-16-18-17-24-26(21,22)25-18/h18H,2-17H2,1H3,(H,21,22)",,WLYRJURLXSFXRK-UHFFFAOYSA-N,,,,7977702,,,,,,,,,,,,,,,,,,,Glycerophospholipids,"1-acyl-sn-glycerol-2,3-cyclic-phosphates",Organic compounds,Glycerophosphates,Lipids and lipid-like molecules,,,,,,,,,,,,,,,,,,,,,,,,CPA(16:0/0:0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
HMDB07004,0,0,1,CPA(18:0/0:0),CPA(18:0/0:0),,CPA(18:0/0:0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51040919,,,,,HMDB0007004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"InChI=1S/C21H41O6P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(22)25-18-20-19-26-28(23,24)27-20/h20H,2-19H2,1H3,(H,23,24)",,BAAJXXGEGGUMMX-UHFFFAOYSA-N,,,,24766507,,,,,,,,,,,,,,,,,,,Glycerophospholipids,"1-acyl-sn-glycerol-2,3-cyclic-phosphates",Organic compounds,Glycerophosphates,Lipids and lipid-like molecules,,,,,,,,,,,,,,,,,,,,,,,,CPA(18:0/0:0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
HMDB07007,0,0,1,"CPA(18:2(9Z,12Z)/0:0)","CPA(18:2(9Z,12Z)/0:0)",,"CPA(18:2(9Z,12Z)/0:0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53477947,,,,,HMDB0007007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"InChI=1S/C21H37O6P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(22)25-18-20-19-26-28(23,24)27-20/h6-7,9-10,20H,2-5,8,11-19H2,1H3,(H,23,24)/b7-6-,10-9-",,AZRMIMGGEACCGU-HZJYTTRNSA-N,,,,24766509,,,,,,,,,,,,,,,,,,,Fatty Acyls,Lineolic acids and derivatives,Organic compounds,Lineolic acids and derivatives,Lipids and lipid-like molecules,,,,,,,,,,,,,,,,,,,,,,,,"CPA(18:2(9z,12z)/0:0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
